timestamp,endpoint,elapsed_ms,status
2025-08-31T22:54:15Z,https://musicbrainz.org/ws/2/artist?query=artist%3ARadiohead%2CTaylor+Swift%2CDaft+Punk&fmt=json&limit=1,631,200
2025-08-31T22:54:17Z,https://musicbrainz.org/ws/2/artist/056e4f3e-d505-4dad-8ec1-d04f521cbb56?fmt=json&inc=aliases%2Bgenres%2Btags%2Burl-rels%2Barea-rels,928,200
2025-08-31T22:54:18Z,https://musicbrainz.org/ws/2/release-group?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=genres%2Btags,696,200
2025-08-31T22:54:21Z,https://musicbrainz.org/ws/2/release?release-group=00054665-89fa-33d5-a8f0-1728ea8c32c3&fmt=json&inc=labels%2Brecordings,1027,200
2025-08-31T22:54:22Z,https://musicbrainz.org/ws/2/recording?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=artist-credits%2Bwork-rels,655,200
2025-08-31T23:24:51Z,https://musicbrainz.org/ws/2/artist?query=artist%3ARadiohead%2CTaylor+Swift%2CDaft+Punk&fmt=json&limit=1,613,200
2025-08-31T23:24:53Z,https://musicbrainz.org/ws/2/artist/056e4f3e-d505-4dad-8ec1-d04f521cbb56?fmt=json&inc=aliases%2Bgenres%2Btags%2Burl-rels%2Barea-rels,886,200
2025-08-31T23:24:54Z,https://musicbrainz.org/ws/2/release-group?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=genres%2Btags,630,200
2025-08-31T23:24:56Z,https://musicbrainz.org/ws/2/release?release-group=00054665-89fa-33d5-a8f0-1728ea8c32c3&fmt=json&inc=labels%2Brecordings,915,200
2025-08-31T23:24:58Z,https://musicbrainz.org/ws/2/recording?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=artist-credits%2Bwork-rels,777,200
2025-08-31T23:26:10Z,https://musicbrainz.org/ws/2/artist?query=artist%3ARadiohead%2CTaylor+Swift%2CDaft+Punk&fmt=json&limit=1,548,200
2025-08-31T23:26:12Z,https://musicbrainz.org/ws/2/artist/056e4f3e-d505-4dad-8ec1-d04f521cbb56?fmt=json&inc=aliases%2Bgenres%2Btags%2Burl-rels%2Barea-rels,1105,200
2025-08-31T23:26:14Z,https://musicbrainz.org/ws/2/release-group?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=genres%2Btags,688,200
2025-08-31T23:26:16Z,https://musicbrainz.org/ws/2/release?release-group=00054665-89fa-33d5-a8f0-1728ea8c32c3&fmt=json&inc=labels%2Brecordings,870,200
2025-08-31T23:26:18Z,https://musicbrainz.org/ws/2/recording?artist=056e4f3e-d505-4dad-8ec1-d04f521cbb56&fmt=json&limit=100&inc=artist-credits%2Bwork-rels,623,200
